,OA,[%_of_OA_total] - [per_effective_area_square_meter] - worker,[%_of_OA_total] - [per_effective_area_square_meter] - student,[%_of_OA_total] - [per_effective_area_square_meter] - tourist,[%_of_OA_total] - [per_effective_area_square_meter] - shopper,[%_of_OA_total] - [per_effective_area_square_meter] - leisurer,[%_of_OA_total] - [per_effective_area_square_meter] - chorer,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - worker,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - student,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - tourist,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - shopper,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - leisurer,[shared_scale] - [%_of_OA_total] - [per_effective_area_square_meter] - chorer
386,E00024043,54.75,9.447,7.436,10.664,10.744,6.96,54.75,9.447,7.436,10.664,10.744,6.96
387,E00023853,62.557,13.333,4.384,7.397,5.388,6.941,62.557,13.333,4.384,7.397,5.388,6.941
388,E00023685,58.145,6.481,7.249,8.991,12.039,7.095,58.145,6.481,7.249,8.991,12.039,7.095
389,E00023604,60.089,9.543,6.025,9.22,8.896,6.227,60.089,9.543,6.025,9.22,8.896,6.227
390,E00024136,55.515,5.816,7.608,16.98,9.524,4.557,55.515,5.816,7.608,16.98,9.524,4.557
391,E00023455,53.351,8.462,6.314,12.543,13.101,6.229,53.351,8.462,6.314,12.543,13.101,6.229
392,E00023916,54.469,12.709,5.237,11.418,9.916,6.25,54.469,12.709,5.237,11.418,9.916,6.25
393,E00023986,58.018,6.601,7.04,12.342,10.349,5.65,58.018,6.601,7.04,12.342,10.349,5.65
394,E00023987,56.213,6.955,7.993,10.23,13.199,5.41,56.213,6.955,7.993,10.23,13.199,5.41
395,E00024098,54.649,8.837,6.604,13.911,9.735,6.264,54.649,8.837,6.604,13.911,9.735,6.264
396,E00023653,65.854,6.341,6.307,5.889,9.895,5.714,65.854,6.341,6.307,5.889,9.895,5.714
397,E00175258,54.618,5.909,11.36,7.057,15.835,5.221,54.618,5.909,11.36,7.057,15.835,5.221
398,E00024039,54.521,9.264,6.936,10.85,11.667,6.762,54.521,9.264,6.936,10.85,11.667,6.762
399,E00023524,59.178,7.005,6.044,12.04,10.033,5.699,59.178,7.005,6.044,12.04,10.033,5.699
400,E00024062,56.063,5.492,8.133,11.132,13.181,5.999,56.063,5.492,8.133,11.132,13.181,5.999
401,E00024028,52.967,11.743,8.498,11.372,9.642,5.779,52.967,11.743,8.498,11.372,9.642,5.779
402,E00023539,57.735,9.888,7.656,9.569,8.373,6.778,57.735,9.888,7.656,9.569,8.373,6.778
403,E00023957,55.551,7.461,6.803,16.414,9.547,4.224,55.551,7.461,6.803,16.414,9.547,4.224
404,E00175225,55.278,11.587,7.976,7.659,11.548,5.952,55.278,11.587,7.976,7.659,11.548,5.952
405,E00023851,67.748,7.538,4.58,8.588,5.344,6.202,67.748,7.538,4.58,8.588,5.344,6.202
406,E00023544,48.909,17.488,6.158,11.752,9.43,6.263,48.909,17.488,6.158,11.752,9.43,6.263
407,E00023723,51.948,7.917,6.668,14.297,13.241,5.928,51.948,7.917,6.668,14.297,13.241,5.928
408,E00023855,55.917,7.517,5.771,12.124,12.173,6.499,55.917,7.517,5.771,12.124,12.173,6.499
409,E00023534,50.62,10.787,8.455,16.727,7.362,6.05,50.62,10.787,8.455,16.727,7.362,6.05
410,E00023928,51.952,6.564,9.936,14.002,13.056,4.49,51.952,6.564,9.936,14.002,13.056,4.49
411,E00023658,59.826,8.237,6.234,11.496,8.338,5.869,59.826,8.237,6.234,11.496,8.338,5.869
412,E00175195,56.003,5.137,7.267,16.47,10.635,4.487,56.003,5.137,7.267,16.47,10.635,4.487
413,E00023484,49.444,15.946,7.231,10.507,10.507,6.366,49.444,15.946,7.231,10.507,10.507,6.366
414,E00023755,51.957,6.377,9.928,12.029,13.623,6.087,51.957,6.377,9.928,12.029,13.623,6.087
415,E00024106,60.116,10.654,6.132,12.578,6.625,3.894,60.116,10.654,6.132,12.578,6.625,3.894
416,E00023422,57.715,11.265,5.553,10.411,8.436,6.62,57.715,11.265,5.553,10.411,8.436,6.62
417,E00023598,56.576,8.959,5.795,14.411,6.9,7.358,56.576,8.959,5.795,14.411,6.9,7.358
418,E00023519,60.267,7.922,6.194,8.86,11.032,5.726,60.267,7.922,6.194,8.86,11.032,5.726
419,E00023760,54.356,8.118,6.7,15.39,9.147,6.289,54.356,8.118,6.7,15.39,9.147,6.289
420,E00024083,49.583,10.508,6.563,18.096,8.991,6.259,49.583,10.508,6.563,18.096,8.991,6.259
421,E00024002,59.631,8.32,7.057,9.615,9.453,5.924,59.631,8.32,7.057,9.615,9.453,5.924
422,E00023732,51.12,7.848,9.683,9.64,15.667,6.041,51.12,7.848,9.683,9.64,15.667,6.041
423,E00023657,58.827,7.638,6.935,11.993,8.476,6.131,58.827,7.638,6.935,11.993,8.476,6.131
424,E00023461,52.386,10.642,8.612,12.123,9.874,6.363,52.386,10.642,8.612,12.123,9.874,6.363
425,E00023453,54.392,9.05,5.957,12.047,12.028,6.526,54.392,9.05,5.957,12.047,12.028,6.526
426,E00023926,59.665,8.901,6.536,10.0,9.87,5.028,59.665,8.901,6.536,10.0,9.87,5.028
427,E00023913,58.656,6.777,7.005,10.308,10.194,7.062,58.656,6.777,7.005,10.308,10.194,7.062
428,E00024073,54.271,11.516,7.006,11.66,10.173,5.374,54.271,11.516,7.006,11.66,10.173,5.374
429,E00023919,49.626,8.016,11.685,9.307,15.999,5.367,49.626,8.016,11.685,9.307,15.999,5.367
430,E00023998,53.779,9.37,8.377,8.743,14.089,5.643,53.779,9.37,8.377,8.743,14.089,5.643
431,E00023751,54.946,6.895,7.452,12.591,11.734,6.381,54.946,6.895,7.452,12.591,11.734,6.381
432,E00023992,53.954,6.094,8.489,10.036,15.429,5.998,53.954,6.094,8.489,10.036,15.429,5.998
433,E00175214,56.582,7.057,9.674,7.442,13.241,6.005,56.582,7.057,9.674,7.442,13.241,6.005
434,E00023720,52.808,6.866,8.604,11.295,14.685,5.743,52.808,6.866,8.604,11.295,14.685,5.743
435,E00023686,51.602,6.408,7.504,11.669,16.273,6.543,51.602,6.408,7.504,11.669,16.273,6.543
436,E00023592,60.895,11.521,4.411,10.994,5.069,7.11,60.895,11.521,4.411,10.994,5.069,7.11
437,E00023996,53.019,7.204,8.963,10.865,14.479,5.468,53.019,7.204,8.963,10.865,14.479,5.468
438,E00024112,55.505,5.38,9.91,15.688,8.986,4.53,55.505,5.38,9.91,15.688,8.986,4.53
439,E00024108,54.716,5.727,8.89,14.182,12.025,4.46,54.716,5.727,8.89,14.182,12.025,4.46
440,E00023513,57.889,10.227,6.665,9.681,9.331,6.206,57.889,10.227,6.665,9.681,9.331,6.206
441,E00175257,60.487,7.21,6.929,10.487,9.551,5.337,60.487,7.21,6.929,10.487,9.551,5.337
442,E00175268,59.298,9.455,7.249,11.571,5.988,6.439,59.298,9.455,7.249,11.571,5.988,6.439
443,E00175217,65.688,7.617,6.429,8.665,6.08,5.521,65.688,7.617,6.429,8.665,6.08,5.521
444,E00023924,55.927,13.856,8.013,9.349,6.344,6.511,55.927,13.856,8.013,9.349,6.344,6.511
445,E00023442,60.368,7.42,5.537,11.903,9.056,5.716,60.368,7.42,5.537,11.903,9.056,5.716
446,E00023626,56.074,7.646,7.663,10.522,12.183,5.913,56.074,7.646,7.663,10.522,12.183,5.913
447,E00023464,57.893,7.953,5.709,11.098,10.276,7.071,57.893,7.953,5.709,11.098,10.276,7.071
448,E00175272,48.705,8.974,7.67,22.737,6.774,5.139,48.705,8.974,7.67,22.737,6.774,5.139
449,E00023885,60.952,10.389,5.374,8.802,7.984,6.499,60.952,10.389,5.374,8.802,7.984,6.499
450,E00023854,56.429,12.115,6.589,8.82,9.777,6.27,56.429,12.115,6.589,8.82,9.777,6.27
451,E00023575,55.182,8.525,7.209,13.247,9.361,6.477,55.182,8.525,7.209,13.247,9.361,6.477
452,E00024060,55.41,7.583,10.321,7.967,13.015,5.704,55.41,7.583,10.321,7.967,13.015,5.704
453,E00023745,55.637,6.307,6.911,11.706,13.089,6.35,55.637,6.307,6.911,11.706,13.089,6.35
454,E00024121,61.158,9.097,6.182,8.565,9.434,5.565,61.158,9.097,6.182,8.565,9.434,5.565
455,E00023754,55.053,6.718,6.487,15.111,9.933,6.699,55.053,6.718,6.487,15.111,9.933,6.699
456,E00024081,44.929,12.805,7.309,18.357,10.992,5.609,44.929,12.805,7.309,18.357,10.992,5.609
457,E00024074,57.178,8.516,7.64,12.749,7.932,5.985,57.178,8.516,7.64,12.749,7.932,5.985
458,E00023731,52.232,7.147,8.606,11.246,14.673,6.097,52.232,7.147,8.606,11.246,14.673,6.097
459,E00023452,54.074,9.093,5.849,13.563,11.341,6.079,54.074,9.093,5.849,13.563,11.341,6.079
460,E00024026,54.861,12.407,9.444,9.676,8.009,5.602,54.861,12.407,9.444,9.676,8.009,5.602
461,E00175202,56.537,8.996,9.476,6.078,13.595,5.318,56.537,8.996,9.476,6.078,13.595,5.318
462,E00023700,50.554,7.181,10.692,10.375,15.021,6.177,50.554,7.181,10.692,10.375,15.021,6.177
463,E00023781,62.241,9.267,4.564,10.719,6.985,6.224,62.241,9.267,4.564,10.719,6.985,6.224
464,E00023842,67.907,6.259,4.494,9.247,7.449,4.644,67.907,6.259,4.494,9.247,7.449,4.644
465,E00023609,58.936,8.331,5.91,10.357,9.935,6.53,58.936,8.331,5.91,10.357,9.935,6.53
466,E00024133,52.661,5.868,9.027,15.652,12.206,4.585,52.661,5.868,9.027,15.652,12.206,4.585
467,E00023789,54.449,10.573,6.784,10.661,11.278,6.256,54.449,10.573,6.784,10.661,11.278,6.256
468,E00023508,56.582,9.489,7.305,9.801,10.78,6.043,56.582,9.489,7.305,9.801,10.78,6.043
469,E00023589,55.969,10.978,5.429,14.217,6.209,7.199,55.969,10.978,5.429,14.217,6.209,7.199
470,E00023820,67.204,8.297,5.227,8.589,5.608,5.075,67.204,8.297,5.227,8.589,5.608,5.075
471,E00023733,54.45,9.543,7.648,10.457,12.42,5.482,54.45,9.543,7.648,10.457,12.42,5.482
472,E00023708,54.408,11.253,9.397,6.187,12.954,5.8,54.408,11.253,9.397,6.187,12.954,5.8
473,E00023414,54.506,11.809,5.345,11.436,9.882,7.023,54.506,11.809,5.345,11.436,9.882,7.023
474,E00175247,53.092,10.26,7.976,13.106,9.206,6.36,53.092,10.26,7.976,13.106,9.206,6.36
475,E00023447,54.718,7.37,7.091,11.725,12.954,6.142,54.718,7.37,7.091,11.725,12.954,6.142
476,E00023495,60.265,8.008,6.557,8.097,11.035,6.037,60.265,8.008,6.557,8.097,11.035,6.037
477,E00023905,54.425,10.326,8.23,11.102,9.239,6.677,54.425,10.326,8.23,11.102,9.239,6.677
478,E00024101,56.056,7.934,6.444,13.472,10.46,5.635,56.056,7.934,6.444,13.472,10.46,5.635
479,E00024033,57.978,8.213,6.411,13.589,8.276,5.533,57.978,8.213,6.411,13.589,8.276,5.533
480,E00023577,58.97,8.653,6.416,9.983,10.426,5.551,58.97,8.653,6.416,9.983,10.426,5.551
481,E00023688,60.389,11.093,7.119,8.609,6.954,5.836,60.389,11.093,7.119,8.609,6.954,5.836
482,E00175199,54.866,6.856,6.437,14.188,11.598,6.056,54.866,6.856,6.437,14.188,11.598,6.056
483,E00023605,56.721,11.289,5.488,11.358,8.753,6.391,56.721,11.289,5.488,11.358,8.753,6.391
484,E00023684,59.96,7.0,8.68,8.64,8.44,7.28,59.96,7.0,8.68,8.64,8.44,7.28
485,E00023749,55.806,16.257,5.64,7.697,8.361,6.238,55.806,16.257,5.64,7.697,8.361,6.238
486,E00175216,59.278,8.896,7.593,7.533,11.502,5.197,59.278,8.896,7.593,7.533,11.502,5.197
487,E00023763,64.096,5.823,6.707,7.992,9.799,5.582,64.096,5.823,6.707,7.992,9.799,5.582
488,E00023890,61.132,7.914,4.623,9.541,10.17,6.62,61.132,7.914,4.623,9.541,10.17,6.62
489,E00023811,76.493,4.452,3.474,4.539,7.177,3.865,76.493,4.452,3.474,4.539,7.177,3.865
490,E00024065,56.018,9.514,9.592,7.486,10.06,7.33,56.018,9.514,9.592,7.486,10.06,7.33
491,E00023424,62.444,8.092,5.525,9.71,8.984,5.246,62.444,8.092,5.525,9.71,8.984,5.246
492,E00175186,57.013,6.962,7.724,11.02,11.699,5.582,57.013,6.962,7.724,11.02,11.699,5.582
493,E00023629,52.703,7.046,8.65,12.173,13.219,6.209,52.703,7.046,8.65,12.173,13.219,6.209
494,E00175187,54.691,8.433,7.767,10.837,12.243,6.029,54.691,8.433,7.767,10.837,12.243,6.029
495,E00023946,59.922,7.651,8.398,9.145,9.623,5.26,59.922,7.651,8.398,9.145,9.623,5.26
496,E00023978,56.885,15.902,6.066,8.689,7.131,5.328,56.885,15.902,6.066,8.689,7.131,5.328
497,E00023526,59.345,6.722,6.55,11.182,10.546,5.655,59.345,6.722,6.55,11.182,10.546,5.655
498,E00023832,66.403,6.248,4.385,9.504,9.067,4.393,66.403,6.248,4.385,9.504,9.067,4.393
499,E00023898,62.61,6.816,6.232,9.445,7.887,7.011,62.61,6.816,6.232,9.445,7.887,7.011
500,E00023819,75.368,5.695,3.75,4.805,6.121,4.262,75.368,5.695,3.75,4.805,6.121,4.262
501,E00175238,57.028,9.32,6.045,13.249,7.38,6.977,57.028,9.32,6.045,13.249,7.38,6.977
502,E00175197,52.91,6.624,5.848,17.342,11.307,5.968,52.91,6.624,5.848,17.342,11.307,5.968
503,E00024037,55.479,6.787,7.576,11.333,12.433,6.393,55.479,6.787,7.576,11.333,12.433,6.393
504,E00023445,59.873,12.46,4.224,8.025,8.131,7.286,59.873,12.46,4.224,8.025,8.131,7.286
505,E00024055,57.838,6.037,7.152,12.046,11.307,5.62,57.838,6.037,7.152,12.046,11.307,5.62
506,E00023877,58.255,7.786,6.221,12.637,9.077,6.025,58.255,7.786,6.221,12.637,9.077,6.025
507,E00023531,48.113,12.607,7.585,16.667,8.369,6.66,48.113,12.607,7.585,16.667,8.369,6.66
508,E00023630,55.948,7.903,7.737,10.321,12.177,5.915,55.948,7.903,7.737,10.321,12.177,5.915
509,E00023635,53.61,9.65,7.887,11.866,11.58,5.409,53.61,9.65,7.887,11.866,11.58,5.409
510,E00175185,53.805,10.064,7.167,10.751,11.684,6.529,53.805,10.064,7.167,10.751,11.684,6.529
511,E00023757,54.39,7.22,6.52,17.459,8.431,5.98,54.39,7.22,6.52,17.459,8.431,5.98
512,E00023648,53.837,9.44,7.611,9.708,12.97,6.434,53.837,9.44,7.611,9.708,12.97,6.434
513,E00023463,52.872,9.754,6.755,15.878,8.523,6.218,52.872,9.754,6.755,15.878,8.523,6.218
514,E00175233,53.235,10.082,6.437,14.745,9.721,5.78,53.235,10.082,6.437,14.745,9.721,5.78
515,E00023446,57.895,10.884,4.65,13.183,7.358,6.03,57.895,10.884,4.65,13.183,7.358,6.03
516,E00024025,58.242,6.99,7.564,11.007,10.772,5.425,58.242,6.99,7.564,11.007,10.772,5.425
517,E00023651,51.47,9.306,8.283,11.191,13.416,6.334,51.47,9.306,8.283,11.191,13.416,6.334
518,E00023429,55.686,11.645,5.89,11.781,8.836,6.162,55.686,11.645,5.89,11.781,8.836,6.162
519,E00023862,57.485,10.736,5.092,12.393,8.344,5.951,57.485,10.736,5.092,12.393,8.344,5.951
520,E00175244,52.929,9.327,7.441,11.919,11.684,6.7,52.929,9.327,7.441,11.919,11.684,6.7
521,E00024107,52.768,12.039,6.669,11.326,11.242,5.956,52.768,12.039,6.669,11.326,11.242,5.956
522,E00023636,53.862,6.649,10.443,8.899,13.902,6.246,53.862,6.649,10.443,8.899,13.902,6.246
523,E00023846,67.404,6.715,5.565,9.691,6.006,4.62,67.404,6.715,5.565,9.691,6.006,4.62
524,E00023637,53.362,7.253,10.905,6.247,15.511,6.723,53.362,7.253,10.905,6.247,15.511,6.723
525,E00175274,58.365,8.5,6.335,9.854,10.449,6.497,58.365,8.5,6.335,9.854,10.449,6.497
526,E00023431,53.443,13.902,6.689,10.689,8.262,7.016,53.443,13.902,6.689,10.689,8.262,7.016
527,E00023740,53.175,8.21,8.605,9.911,13.947,6.152,53.175,8.21,8.605,9.911,13.947,6.152
528,E00023967,52.315,10.558,7.724,9.779,14.236,5.387,52.315,10.558,7.724,9.779,14.236,5.387
529,E00023554,50.449,15.346,6.287,11.05,10.465,6.404,50.449,15.346,6.287,11.05,10.465,6.404
530,E00023923,55.01,14.342,8.251,9.627,6.483,6.287,55.01,14.342,8.251,9.627,6.483,6.287
531,E00023837,72.261,5.368,4.009,5.271,8.764,4.328,72.261,5.368,4.009,5.271,8.764,4.328
532,E00023804,56.29,9.246,5.884,14.038,7.425,7.117,56.29,9.246,5.884,14.038,7.425,7.117
533,E00023816,72.725,6.983,6.096,3.807,6.182,4.207,72.725,6.983,6.096,3.807,6.182,4.207
534,E00023897,67.035,6.202,5.523,8.496,6.457,6.287,67.035,6.202,5.523,8.496,6.457,6.287
535,E00023958,57.163,10.744,7.334,11.476,9.094,4.189,57.163,10.744,7.334,11.476,9.094,4.189
536,E00023750,50.439,6.476,10.099,15.148,11.91,5.928,50.439,6.476,10.099,15.148,11.91,5.928
537,E00023813,60.486,8.056,6.686,9.161,10.339,5.272,60.486,8.056,6.686,9.161,10.339,5.272
538,E00023823,57.875,8.41,6.444,11.657,10.637,4.976,57.875,8.41,6.444,11.657,10.637,4.976
539,E00023892,56.237,7.39,7.001,12.777,11.106,5.488,56.237,7.39,7.001,12.777,11.106,5.488
540,E00023938,59.824,6.98,10.057,7.161,10.729,5.248,59.824,6.98,10.057,7.161,10.729,5.248
541,E00023439,56.989,6.523,6.915,10.544,13.389,5.64,56.989,6.523,6.915,10.544,13.389,5.64
542,E00175256,59.034,12.206,6.409,7.182,9.018,6.151,59.034,12.206,6.409,7.182,9.018,6.151
543,E00023435,57.442,11.111,7.058,7.827,10.692,5.87,57.442,11.111,7.058,7.827,10.692,5.87
544,E00023661,62.049,8.554,6.015,9.253,8.591,5.537,62.049,8.554,6.015,9.253,8.591,5.537
545,E00023960,50.774,5.529,10.526,13.957,14.637,4.578,50.774,5.529,10.526,13.957,14.637,4.578
546,E00023876,54.083,8.261,6.724,13.256,10.759,6.916,54.083,8.261,6.724,13.256,10.759,6.916
547,E00023633,51.016,6.732,10.698,9.204,16.793,5.557,51.016,6.732,10.698,9.204,16.793,5.557
548,E00023640,53.944,7.222,9.389,8.222,14.167,7.056,53.944,7.222,9.389,8.222,14.167,7.056
549,E00023729,50.832,11.343,10.414,6.659,15.796,4.955,50.832,11.343,10.414,6.659,15.796,4.955
550,E00023775,60.036,6.115,5.719,13.237,8.741,6.151,60.036,6.115,5.719,13.237,8.741,6.151
551,E00024034,59.966,11.969,5.496,9.38,7.328,5.862,59.966,11.969,5.496,9.38,7.328,5.862
552,E00175221,65.789,7.895,6.472,7.183,6.046,6.615,65.789,7.895,6.472,7.183,6.046,6.615
553,E00023888,58.448,9.172,4.897,12.897,8.621,5.966,58.448,9.172,4.897,12.897,8.621,5.966
554,E00175266,51.91,8.884,7.671,19.648,6.034,5.852,51.91,8.884,7.671,19.648,6.034,5.852
555,E00023715,50.881,7.807,6.641,16.753,11.494,6.425,50.881,7.807,6.641,16.753,11.494,6.425
556,E00023809,62.189,7.363,5.672,8.756,9.652,6.368,62.189,7.363,5.672,8.756,9.652,6.368
557,E00175252,58.788,8.002,6.688,11.746,9.403,5.373,58.788,8.002,6.688,11.746,9.403,5.373
558,E00023456,62.66,7.438,6.161,4.808,10.518,8.415,62.66,7.438,6.161,4.808,10.518,8.415
559,E00023778,62.074,5.548,5.593,13.37,7.64,5.775,62.074,5.548,5.593,13.37,7.64,5.775
560,E00023994,55.233,8.889,7.887,11.511,10.531,5.948,55.233,8.889,7.887,11.511,10.531,5.948
561,E00024050,56.725,7.097,6.82,12.896,10.663,5.799,56.725,7.097,6.82,12.896,10.663,5.799
562,E00023527,63.269,6.814,5.837,9.108,9.312,5.66,63.269,6.814,5.837,9.108,9.312,5.66
563,E00023659,58.782,9.809,6.055,9.95,9.03,6.374,58.782,9.809,6.055,9.95,9.03,6.374
564,E00023943,63.042,6.023,7.266,9.733,8.984,4.952,63.042,6.023,7.266,9.733,8.984,4.952
565,E00023768,67.608,6.039,5.961,6.431,7.608,6.353,67.608,6.039,5.961,6.431,7.608,6.353
566,E00023436,57.143,11.034,6.01,9.557,8.867,7.389,57.143,11.034,6.01,9.557,8.867,7.389
567,E00023606,53.23,6.74,7.477,15.209,10.885,6.46,53.23,6.74,7.477,15.209,10.885,6.46
568,E00023496,60.638,7.002,6.407,9.398,10.673,5.882,60.638,7.002,6.407,9.398,10.673,5.882
569,E00023687,57.312,6.642,6.584,15.11,8.468,5.885,57.312,6.642,6.584,15.11,8.468,5.885
570,E00175222,50.493,10.981,7.813,11.427,13.914,5.373,50.493,10.981,7.813,11.427,13.914,5.373
571,E00175196,57.917,5.558,8.546,15.448,7.759,4.772,57.917,5.558,8.546,15.448,7.759,4.772
572,E00023824,65.148,8.403,6.097,8.303,7.095,4.955,65.148,8.403,6.097,8.303,7.095,4.955
573,E00023906,63.506,6.513,5.747,9.674,7.375,7.184,63.506,6.513,5.747,9.674,7.375,7.184
574,E00023907,65.254,7.575,5.49,8.339,6.324,7.019,65.254,7.575,5.49,8.339,6.324,7.019
575,E00175220,55.378,7.623,6.769,13.932,9.858,6.44,55.378,7.623,6.769,13.932,9.858,6.44
576,E00023848,75.852,5.831,4.084,3.644,6.549,4.041,75.852,5.831,4.084,3.644,6.549,4.041
577,E00024119,62.072,6.314,7.271,8.104,10.729,5.511,62.072,6.314,7.271,8.104,10.729,5.511
578,E00023628,52.625,7.047,9.977,8.878,15.786,5.686,52.625,7.047,9.977,8.878,15.786,5.686
579,E00023812,70.283,7.44,5.78,6.943,4.972,4.581,70.283,7.44,5.78,6.943,4.972,4.581
580,E00023893,59.657,7.099,5.824,12.48,9.223,5.718,59.657,7.099,5.824,12.48,9.223,5.718
581,E00023465,55.913,6.96,5.62,12.956,11.756,6.795,55.913,6.96,5.62,12.956,11.756,6.795
582,E00023522,57.098,8.138,7.749,10.292,11.174,5.55,57.098,8.138,7.749,10.292,11.174,5.55
